"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"lynx";"2.8.7";"x86_64";"1";"/slackware64/n";"";"1584 K";"5520 K";" Lynx (text mode browser) Lynx is a distributed hypertext browser with full World Wide Web capabilities. Lynx can be used to access information on the World Wide Web, or to build information systems intended primarily for local access. For example, Lynx has been used to build several Campus Wide Information Systems (CWIS). Lynx's authors include Lou Montulli, Garrett Blythe, Craig Lavender, Michael Grobe, and Charles Rezac."
"lzo";"2.03";"x86_64";"1";"/slackware64/l";"";"76 K";"370 K";" lzo (LZO Compression Library) LZO is a portable lossless data compression library written in ANSI C. It offers pretty fast compression and very fast decompression. Homepage: http://www.oberhumer.com/opensource/lzo/ "
"m17n-lib";"1.6.1";"x86_64";"1";"/slackware64/x";"";"1124 K";"6240 K";" m17n-lib (application multilingualization library) M17n is an abbreviation of Multilingualization. The m17n library implements multilingualization for many applications. The m17n library supports functions to handle M-texts. This package also contains the m17n database. m17n-lib home: http://m17n.org/"
"m4";"1.4.16";"x86_64";"1";"/slackware64/d";"";"220 K";"510 K";" m4 (an implementation of the UNIX macro processor) This is GNU m4, a program which copies its input to the output, expanding macros as it goes. m4 has built-in functions for including named files, running commands, doing integer arithmetic, manipulating text in various ways, recursion, etc... Macros can also be user- defined, and can take any number of arguments. GNU 'm4' was originally written by Rene Seindal, from Denmark."
"madplay";"0.15.2b";"x86_64";"3";"/slackware64/ap";"";"64 K";"200 K";" madplay (MPEG audio decoder and player) madplay is a command-line MPEG audio decoder and player based on the MAD library (libmad). For details about MAD, see the libmad package distributed separately. madplay was written by Robert Leslie."
"mailx";"12.4";"x86_64";"1";"/slackware64/n";"";"240 K";"540 K";" mailx (a simple mail client) Mailx is derived from Berkeley Mail and is intended provide the functionality of the POSIX mailx command with additional support for MIME, IMAP, POP3, SMTP, and S/MIME. It provides enhanced features for interactive use, such as caching and disconnected operation for IMAP, message threading, scoring, and filtering. It is also usable as a mail batch language, both for sending and receiving mail. The maintainer and primary developer of mailx is Gunnar Ritter."
"make";"3.82";"x86_64";"2";"/slackware64/d";"";"404 K";"1290 K";" make (GNU make utility to maintain groups of programs) This is the GNU implementation of make, which was written by Richard Stallman and Roland McGrath. The purpose of the make utility is to determine automatically which pieces of a large program need to be recompiled, and issue the commands to recompile them. This is needed to compile just about any major C program, including the Linux kernel."
"makedepend";"1.0.3";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" makedepend makedepend is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"man";"1.6g";"x86_64";"1";"/slackware64/ap";"";"220 K";"530 K";" man (format and display the on-line manual pages) The man package is a collection of tools used for searching and reading the online system documentation. In fact, on most UNIX-like operating systems it is the primary means of finding out how programs on the system work. For example, 'man man' will display the documentation for man itself. Man requires the groff text processing package."
"man-pages";"3.32";"noarch";"1";"/slackware64/ap";"";"2448 K";"5080 K";" man-pages (system documentation) Man pages are online documentation for Linux. This package includes many section 1, 2, 3, 4, 5, 7, and 8 man pages for Linux. The man-pages distribution is maintained by Michael Kerrisk with the help of more writers, editors, and other contributors than we can name here. For more information, see http://www.kernel.org/doc/man-pages/"
"mc";"4.7.5.2";"x86_64";"1";"/slackware64/ap";"";"1436 K";"5580 K";" mc (Midnight Commander file manager) The Midnight Commander is a Norton Commander clone, a program that manipulates and manages files and directories. Useful, fast, and has color displays on the Linux console. Mouse support is provided through the gpm mouse server. This is a lightweight compilation of mc for use on the text console or in an xterm. mc was written by Miguel de Icaza and Mauricio Plaza."
"mcabber";"0.10.1";"x86_64";"1";"/slackware64/n";"";"224 K";"980 K";" mcabber (Jabber console client) mcabber is a small Jabber console client for Linux, maintained by Mikael Berthe. Mcabber includes features such as SSL support, multi-user chat (MUC), history logging, commands completion, and external actions triggers. mcabber project home is: http://www.lilotux.net/~mikael/mcabber/"
"mcelog";"1.0pre3";"x86_64";"1";"/slackware64/a";"";"188 K";"390 K";" mcelog (Machine Check Event logger) mcelog is the user space backend for logging machine check errors reported by the hardware to the kernel. The kernel does the immediate actions (like killing processes etc.) and mcelog decodes the logs the errors. It primarily handles machine checks and thermal events, which are reported for errors detected by the CPU. It is recommended that mcelog runs on all x86 machines, both 64-bit and 32bit. mcelog home: ftp://ftp.kernel.org:/pub/linux/utils/cpu/mce"
"mdadm";"3.1.5";"x86_64";"1";"/slackware64/a";"";"224 K";"810 K";" mdadm (manage RAID arrays) mdadm is a utility program for creating, managing, and monitoring Linux MD (Software RAID) devices. Unlike the older raidtools package, mdadm is a single program (which should make it easier to use). mdadm was written by Neil Brown. Development of mdadm is sponsored by CSE@UNSW (The School of Computer Science and Engineering at The University of New South Wales)."
"mercurial";"1.8.2";"x86_64";"1";"/slackware64/d";"";"1408 K";"6950 K";" mercurial (a distributed source management system) Mercurial is a cross-platform, distributed source management tool for software developers. It is written in Python, with a binary diff implementation written in C. Its major features include high- performance; serverless, fully distributed collaborative development; robust handling of both plain text and binary files; advanced branching and merging capabilities; and full source code available under the terms of the LGPL. Mercurial was written by Matt Mackall and other contributors."
"mesa";"7.9.2";"x86_64";"1";"/slackware64/x";"";"6088 K";"68750 K";" mesa (a 3-D graphics library) Mesa is a 3-D graphics library with an API very similar to that of another well-known 3-D graphics library. :-) The Mesa libraries are used by X to provide both software and hardware accelerated graphics. Mesa was written by Brian Paul."
"metamail";"2.7";"x86_64";"5";"/slackware64/n";"";"128 K";"420 K";" metamail (MIME extensions for mail) Metamail is an implementation of MIME, the Multipurpose Internet Mail Extensions, a proposed standard for multimedia mail on the Internet. Metamail implements MIME, and also implements extensibility and configuration via the 'mailcap' mechanism described in an informational RFC that is a companion to the MIME document."
"mhash";"0.9.9.9";"x86_64";"3";"/slackware64/l";"";"124 K";"510 K";" mhash (Thread-safe hash library) mhash is a thread-safe hash library, implemented in C, and provides a uniform interface to a large number of hash algorithms (MD5, SHA-1, HAVAL, RIPEMD128, RIPEMD160, TIGER, GOST). These algorithms can be used to compute checksums, message digests, and other signatures. The HMAC support implements the basics for message authentication, following RFC 2104."
"minicom";"2.5";"x86_64";"1";"/slackware64/a";"";"288 K";"1130 K";" minicom (communications package) Minicom - a full featured menu-driven communications package similar to the DOS program 'Telix'. Also includes sz/rz - utilities used to upload and download files using the Zmodem protocol."
"mkcomposecache";"1.2.1";"x86_64";"1";"/slackware64/x";"";"12 K";"40 K";" mkcomposecache mkcomposecache is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"mkfontdir";"1.0.6";"noarch";"1";"/slackware64/x";"";"16 K";"50 K";" mkfontdir mkfontdir is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"mkfontscale";"1.0.8";"x86_64";"1";"/slackware64/x";"";"28 K";"80 K";" mkfontscale mkfontscale is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"mkinitrd";"1.4.6";"x86_64";"11";"/slackware64/a";"";"576 K";"660 K";" mkinitrd (make an initial ramdisk) mkinitrd is a script to create an initial ramdisk that is loaded at the same time as the kernel. The initial ramdisk may be responsible for loading kernel modules (such a filesystem or SCSI controller module) that are needed to mount the root filesystem. The 'initrd' is implemented as an initramfs. See the kernel documentation for more information on this, if you are interested."
"mm";"1.4.2";"x86_64";"2";"/slackware64/l";"";"32 K";"110 K";" mm (Shared Memory Allocation library) OSSP mm is a 2-layer abstraction library which simplifies the usage of shared memory between forked processes. On the first layer it hides all platform dependent implementation details (allocation and locking) when dealing with shared memory segments and on the second layer it provides a high-level malloc(3)-style API to work with data inside those shared memory segments. Apache, PHP, and other projects use mm. The mm library was written by Ralf S. Engelschall."
"moc";"2.5.0_alpha4";"x86_64";"1";"/slackware64/ap";"";"192 K";"560 K";" moc (console audio player) MOC is a console audio player with a simple ncurses interface. It supports OGG, FLAC, WAV, and MP3 formats. Just run mocp, go to some directory using the menu, select a file, and press enter to play it. MOC will continue playing the rest of the files in the directory. MOC was written by Damian Pietras. Homepage: http://moc.daper.net"
"module-init-tools";"3.12";"x86_64";"2";"/slackware64/a";"";"396 K";"1250 K";" module-init-tools (kernel module utilities) Utilities to load and unload kernel modules. These are used on Linux to load extra drivers or other features into the running kernel."
"most";"5.0.0a";"x86_64";"2";"/slackware64/ap";"";"48 K";"120 K";" most (another pager, like 'more' and 'less') most is a paging program that displays, one windowful at a time, the contents of a file on a terminal. Unlike other well-known paging programs, most supports multiple windows and can scroll left and right. Why settle for less? 'most' was written by John E. Davis."
"mozilla-firefox";"4.0";"x86_64";"2";"/slackware64/xap";"";"12700 K";"43180 K";" mozilla-firefox (Mozilla Firefox Web browser) This project is a redesign of the Mozilla browser component written using the XUL user interface language. Firefox empowers you to browse faster, more safely and more efficiently than with any other browser. Visit the Mozilla Firefox project online: http://www.mozilla.org/projects/firefox/"
"mozilla-thunderbird";"3.1.9";"x86_64";"2";"/slackware64/xap";"";"10212 K";"38280 K";" mozilla-thunderbird (Mozilla Thunderbird mail application) Mozilla Thunderbird is a redesign of the Mozilla mail component written using the XUL user interface language. Thunderbird makes emailing safer, faster, and easier than ever before with the industry's best implementations of features such as intelligent spam filters, built-in RSS reader, quick search, and much more. Visit the Mozilla Thunderbird project online: http://www.mozilla.org/projects/thunderbird/"
"mpfr";"3.0.1";"x86_64";"1";"/slackware64/l";"";"300 K";"1500 K";" mpfr (Multiple-Precision Floating-Point Reliable Library) The MPFR library is a C library for multiple-precision floating-point computations with exact rounding (also called correct rounding). It is based on the GMP multiple-precision library. The main goal of MPFR is to provide a library for multiple-precision floating-point computation which is both efficient and has well-defined semantics. It copies the good ideas from the ANSI/IEEE-754 standard for double-precision floating-point arithmetic (53-bit mantissa)."
"mpg123";"1.13.3";"x86_64";"1";"/slackware64/ap";"";"244 K";"750 K";" mpg123 (a command-line mp3 player) mpg123 is a real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2, and 3 (MPEG 1.0 layer 3 aka MP3 most commonly tested). It is free software licensed under LGPL 2.1. Homepage: http://mpg123.org/"
"mt-st";"0.9b";"x86_64";"2";"/slackware64/a";"";"32 K";"100 K";" mt-st (controls magnetic tape drive operation) This mt originates from BSD NET-2. Some Linux SCSI tape-specific ioctls have been added to the original source and the man page has been updated. Although this mt program is tailored for SCSI tape, it can also be used with the QIC-02 driver and hopefully with other Linux tape drivers using the same ioctls (some of the commands may not work with all drivers)."
"mtr";"0.80";"x86_64";"1";"/slackware64/n";"";"60 K";"160 K";" mtr (a network diagnostic tool) mtr combines the functionality of the 'traceroute' and 'ping' programs in a single network diagnostic tool. Matt Kimball wrote most of mtr, and mtr is currently maintained by Roger Wolff. mtr has a home page: http://www.bitwizard.nl/mtr/"
"mtx";"1.3.12";"x86_64";"1";"/slackware64/a";"";"68 K";"250 K";" mtx (Controls tape autochangers) The MTX program controls the robotic mechanism in autoloaders and tape libraries such as the HP SureStore DAT 40x6, Exabyte EZ-17, and Exabyte 220. This program is also reported to work with a variety of other tape libraries and autochangers from Tandberg/Overland, Breece Hill, HP, Seagate, Dell and Quantum."
"mutt";"1.5.21";"x86_64";"1";"/slackware64/n";"";"980 K";"4070 K";" Mutt (the Mutt mail user agent) Mutt is a small but very powerful text-based MIME mail client. Mutt is highly configurable, and is well suited to the mail power user with advanced features like key bindings, keyboard macros, mail threading, regular expression searches and a powerful pattern matching language for selecting groups of messages."
"mysql";"5.1.56";"x86_64";"1";"/slackware64/ap";"";"8336 K";"46100 K";" mysql (SQL-based relational database server) MySQL is a fast, multi-threaded, multi-user, and robust SQL (Structured Query Language) database server. It comes with a nice API which makes it easy to integrate into other applications. The home page for MySQL is http://www.mysql.com/"
"nano";"2.3.0";"x86_64";"1";"/slackware64/ap";"";"388 K";"1780 K";" nano (Nano's ANOther editor, an enhanced free Pico clone) nano is a small, free, and friendly editor from the GNU project. It aims to copy Pico's look and feel while providing additional (or disabled by default) features that are missing from Pico, such as 'search and replace' or 'go to line and column number'. Chris Allegretta is Nano's author."
"nasm";"2.09.04";"x86_64";"1";"/slackware64/d";"";"368 K";"1180 K";" nasm (NASM assembler) NASM is the Netwide Assembler, a free portable assembler for the Intel 80x86 microprocessor series, using primarily the traditional Intel instruction mnemonics and syntax. NASM was written by Simon Tatham and Julian Hall."
"nc";"1.10";"x86_64";"1";"/slackware64/n";"";"60 K";"170 K";" nc (Netcat network utility) Netcat, or 'nc' as the actual program is named, is a simple utility which reads and writes data across network connections, using TCP or UDP protocol. It is designed to be a reliable 'back-end' tool that can be used directly or easily driven by other programs and scripts. At the same time, it is a feature-rich network debugging and exploration tool, since it can create almost any kind of connection you would need and has several interesting built-in capabilities. Netcat was written by *Hobbit* hobbit@avian.org, and is a product of Avian Research."
"ncftp";"3.2.5";"x86_64";"1";"/slackware64/n";"";"272 K";"1290 K";" ncftp (ftp client) NcFTP is a user interface to the Internet standard File Transfer Protocol. This program allows a user to transfer files to and from a remote network site, and offers additional features that are not found in the standard interface for ftp."
"ncompress";"4.2.4.3";"x86_64";"1";"/slackware64/a";"";"16 K";"50 K";" ncompress (the classic *nix compression utility) Compress reduces the size of the named files using adaptive Lempel-Ziv coding. Whenever possible, each file is replaced by one with the extension .Z, while keeping the same ownership modes, access and modification times. If no files are specified, the standard input is compressed to the standard output. Compressed files can be restored to their original form using uncompress or zcat."
"ncurses";"5.9";"x86_64";"1";"/slackware64/l";"";"1060 K";"8480 K";" ncurses (CRT screen handling and optimization package) The ncurses (new curses) library is a free software emulation of curses in System V Release 4.0, and more. It uses terminfo format, supports pads and color and multiple highlights and forms characters and function-key mapping, and has all the other SYSV-curses enhancements over BSD curses."
"neon";"0.29.5";"x86_64";"1";"/slackware64/l";"";"204 K";"880 K";" neon (HTTP and WebDAV client library) neon is an HTTP and WebDAV client library, with a C language API. Bindings for other languages may also be available, see the web site for more details: http://www.webdav.org/neon/ The neon library is used by projects such as subversion."
"net-snmp";"5.6.1";"x86_64";"1";"/slackware64/n";"";"1972 K";"8270 K";" net-snmp (Simple Network Management Protocol tools) Various tools relating to the Simple Network Management Protocol: An extensible agent An SNMP library Tools to request or set information from SNMP agents Tools to generate and handle SNMP traps A version of the unix 'netstat' command using SNMP A graphical Perl/Tk/SNMP based mib browser"
"net-tools";"1.60";"x86_64";"3";"/slackware64/n";"";"124 K";"470 K";" net-tools (base Linux networking utilities) This is the core collection of tools such as 'ifconfig' and 'route' used to configure networking on Linux. You won't be able to do much networking without this package and the network-scripts. The net-tools package was maintained for many years by Phil Blundell and Bernd Eckenfels."
"netatalk";"2.0.5";"x86_64";"1";"/slackware64/n";"";"476 K";"2490 K";" netatalk (Appletalk file and print server) Netatalk is an Appletalk file and print server for Linux. Using Netatalk, Macintosh computers on your local network can mount Linux volumes as if they were standard Appletalk network drives, and can print to the Linux box's printer as if it were a network printer supporting PostScript. Netatalk was originally written by the Research Systems Unix Group at The University of Michigan, and is maintained by the Netatalk Team."
"netdate";"bsd4";"x86_64";"1";"/slackware64/n";"";"12 K";"30 K";" netdate (simple network time utility) Netdate takes a list of names of Internet hosts as arguments, selects the one which supplies the best time, and sets the system time accordingly. The invoker must be the super-user for the time to be set. Protocol names (either udp or tcp) may be interspersed with the host names, and determine the protocol which will be used to connect to the hosts whose names follow, up to the next protocol name or the end of the arguments. The default protocol is udp. These days, 'ntpdate' is probably a better choice."
"netkit-bootparamd";"0.17";"x86_64";"2";"/slackware64/n";"";"12 K";"40 K";" netkit-bootparamd (boot parameter server) This package provides rpc.bootparamd and callbootd, programs used to provide information to diskless clients so they can boot. It is used primarily to allow a Linux server to boot a Sun machine using SunOS bootparam. netkit-bootparamd was written by Klas Heggemann."
"netkit-ftp";"0.17";"x86_64";"1";"/slackware64/n";"";"44 K";"100 K";" netkit-ftp (the old BSD FTP client) Ftp is the user interface to the Internet standard File Transfer Protocol. The program allows a user to transfer files to and from a remote network site. This is a program of mostly historical value. For a more powerful command-line FTP client, look at something like lftp."
"netkit-ntalk";"0.17";"x86_64";"3";"/slackware64/n";"";"28 K";"90 K";" netkit-ntalk (talk client and talkd daemon) talk and talkd are the BSD communication client server system for the command line. 'talk' is the client that asks another user to respond; and 'in.talkd' is the server that notifies a user that someone else wants to initiate a conversation. The talk command appeared in 4.2BSD."
"netkit-routed";"0.17";"x86_64";"1";"/slackware64/n";"";"28 K";"70 K";" netkit-routed (dynamic network routing daemon) Routed is invoked at boot time to manage the network routing tables. The routing daemon uses a variant of the Xerox NS Routing Information Protocol in maintaining up to date kernel routing table entries. It used a generalized protocol capable of use with multiple address types, but is currently used only for Internet routing within a cluster of networks. Fair warning: routed is no longer maintained and may be insecure."
"netkit-rsh";"0.17";"x86_64";"1";"/slackware64/n";"";"44 K";"130 K";" netket-rsh (the BSD rsh/rcp/rlogin clients and daemon) The old BSD rsh suite. Note that none of these programs provide encryption or strong authentication of network connections. As such, their use is discouraged. The 'ssh' protocol and package is a cryptographically secure replacement."
"netkit-rusers";"0.17";"x86_64";"1";"/slackware64/n";"";"20 K";"60 K";" netkit-rusers (show users logged in to machines on local network) The rusers command produces output similar to who, but for the list of hosts or all machines on the local network. For each host responding to the rusers query, the hostname with the names of the users currently logged on is printed on each line. The rusers command will wait for one minute to catch late responders. Portmap and rpc.rusersd must be running on remote machines. Should probably be considered insecure (or at least ill-advised) on public networks."
"netkit-rwall";"0.17";"x86_64";"1";"/slackware64/n";"";"12 K";"40 K";" netkit-rwall (send a message to all users) The rwall command sends a message to the users logged into the specified host. The message to be sent can be typed in and terminated with EOF or it can be in a file. Run the rpc.rwalld daemon with caution. It may be insecure. The rwall command appeared in SunOS."
"netkit-rwho";"0.17";"x86_64";"2";"/slackware64/n";"";"20 K";"60 K";" netkit-rwho (who is logged in on local machines) The rwho command produces output similar to who, but for all machines on the local network. If no report has been received from a machine for 11 minutes then rwho assumes the machine is down, and does not report users last known to be logged into that machine. If a users hasn't typed to the system for a minute or more, then rwho reports this idle time. If a user hasn't typed to the system for an hour or more, then the user will be omitted from the output of rwho unless the -a flag is given."
"netkit-timed";"0.17";"x86_64";"1";"/slackware64/n";"";"32 K";"80 K";" netkit-timed (time server daemon) This is an early BSD time server daemon. While ntpd is better for most purposes, this might be useful for secure networks or embedded systems in need of something more lightweight. The timed daemon appeared in 4.3BSD."
"netpbm";"10.49.02";"x86_64";"1";"/slackware64/l";"";"1596 K";"6270 K";" netpbm (graphics conversion utilities) The netpbm package contains a library and tools for converting between many different graphics formats."
"netpipes";"4.2";"x86_64";"1";"/slackware64/n";"";"76 K";"230 K";" netpipes (TCP/IP pipe utilities) Robert Forsman's netpipes package makes TCP/IP streams usable in shell scripts. It can also simplify client/server code by allowing the programmer to skip all the tedious programming bits related to sockets and concentrate on writing a filter/service. Here's an example of what you can do with 'faucet' and 'hose', two netpipes commands: server$ faucet 3000 -out tar cf - . client$ hose server 3000 -in tar xvf -"
"netwatch";"1.3.0";"x86_64";"2";"/slackware64/n";"";"100 K";"380 K";" netwatch (a network monitor) Netwatch allows a user (superuser) to monitor activity on the network. The monitor includes statistics on transmitted and received packets, bytes, protocol, and more."
"network-scripts";"13.0";"noarch";"3";"/slackware64/n";"";"20 K";"80 K";" network-scripts (Scripts to configure a network) These are the basic scripts and files used to define a network and configure network interfaces on Linux. Most of the original /etc files were written by Fred N. van Kempen, or borrowed from BSD. The rc.inet1 and rc.inet2 scripts were mostly written by Patrick Volkerding, with suggestions and fixes from hundreds of contributors over the years."
"netwrite";"0.17";"x86_64";"1";"/slackware64/n";"";"8 K";"30 K";" netwrite (in.writed daemon for accepting network 'write') Writed implements a very simple protocol that allows a write(1) program on one host to connect up to one on another host, allowing communications across the network. Writed is meant to be run from inetd(8) listening for TCP requests on port 811. No attempt is made to determine the authenticity of users sending messages. This program should probably not be deployed on insecure networks."
"newspost";"2.1.1";"x86_64";"1";"/slackware64/n";"";"44 K";"100 K";" newspost (binary posting utility) Newspost is a usenet binary autoposter. It will uuencode or yencode files and post them to usenet newsgroups. In addition, it can automatically generate and post .SFV checksum files and .PAR parity files. Newspost was mostly written by Jim Faulkner, with some help from William McBrine. Portions borrowed from cksfv by Bryan Call, and parchive by Willem Monsuwe."
"nfs-utils";"1.2.3";"x86_64";"3";"/slackware64/n";"";"216 K";"730 K";" nfs-utils (Network File System daemons and utilities) The nfs-utils package contains the necessary daemons and utilities to run an NFS server on Linux. You'll also need the portmap package to use NFS."
"nmap";"5.51";"x86_64";"1";"/slackware64/n";"";"3072 K";"13210 K";" nmap (network scanner) Nmap ('Network Mapper') is an open source utility for network exploration or security auditing. It was designed to rapidly scan large networks, although it works fine against single hosts. Nmap uses raw IP packets in novel ways to determine what hosts are available on the network, what services (ports) they are offering, what operating system (and OS version) they are running, what type of packet filters/firewalls are in use, and dozens of other characteristics. Nmap runs on most types of computers, and both console and graphical versions are available."
"nn";"6.7.3";"x86_64";"3";"/slackware64/n";"";"304 K";"760 K";" nn (the NN newsreader) nn is an easy to use menu driven newsreader by Kim F. Storm. nn stands for 'No News is good news', and the nn newsreader is designed to let you minimize the amount of time you spend reading news (or, more realistically, to let you to read even more newsgroups :-). This version of nn reads news from a news server via NNTP, and can make use of your NNTP server's NOV database."
"normalize";"0.7.7";"x86_64";"1";"/slackware64/ap";"";"64 K";"220 K";" normalize (adjusts volume levels of audio files) normalize is a tool for adjusting the volume of audio files to a standard level. This is useful for things like creating mix CDs from mp3 collections, where different recording levels on different albums can cause the volume to vary greatly from song to song. The package also contains an XMMS plugin. Chris Vaill is the author of normalize."
"notify-python";"0.1.1";"x86_64";"1";"/slackware64/l";"";"20 K";"90 K";" notify-python (Python bindings for libnotify) The notify-python package contains bindings to use libnotify with Python programs. Homepage for notify-python: http://www.galago-project.org/"
"ntfs-3g";"2011.1.15";"x86_64";"1";"/slackware64/a";"";"284 K";"920 K";" ntfs-3g (NTFS read-write filesystem driver) The NTFS-3G driver is an open source, freely available NTFS driver for Linux with read and write support. It provides safe and fast handling of the Windows XP, Windows Server 2003, Windows 2000 and Windows Vista file systems. Most POSIX file system operations are supported, with the exception of full file ownership and access rights support. Homepage for the ntfs-3g project: http://www.ntfs-3g.org"
"ntfsprogs";"2.0.0";"x86_64";"2";"/slackware64/ap";"";"272 K";"1000 K";" ntfsprogs (utilities for working with NTFS volumes) The ntfsprogs includes utilities for doing all required tasks to NTFS partitions. In general, just run a utility without any command line options to display the version number and usage syntax. The following utilities are implemented (so far): ntfsfix, mkntfs, ntfslabel, ntfsundelete, ntfsresize, ntfsclone, ntfscluster, ntfsinfo, ntfsls, ntfscat, ntfscp, and ntfsmount. The Linux-NTFS home page is: http://www.linux-ntfs.org/"
"ntp";"4.2.6p3";"x86_64";"1";"/slackware64/n";"";"1484 K";"4160 K";" ntp (Network Time Protocol daemon) The Network Time Protocol (NTP) is used to synchronize the time of a computer client or server to another server or reference time source, such as a radio or satellite receiver or modem. It provides client accuracies typically within a millisecond on LANs and up to a few tens of milliseconds on WANs relative to a primary server synchronized to Coordinated Universal Time (UTC) via a Global Positioning Service (GPS) receiver, for example. "
"obex-data-server";"0.4.5";"x86_64";"2";"/slackware64/n";"";"76 K";"240 K";" obex-data-server (Obex D-Bus Service Support) Obex-data-server is a D-Bus service providing high-level OBEX client and server side functionality, and currently supports OPP, FTP profiles and Bluetooth transport."
"obexfs";"0.12";"x86_64";"1";"/slackware64/n";"";"20 K";"80 K";" obexfs (mount filesystem of ObexFTP capable devices) ObexFS uses FUSE to mount filesystems of ObexFTP capable devices either manually or in autofs style mode. It can handle all devices that the obexftp package can handle, connected via serial cable, IrDA, bluetooth, or USB. http://dev.zuckschwerdt.org/openobex/wiki/ObexDownloads"
"obexftp";"0.23";"x86_64";"5";"/slackware64/n";"";"104 K";"380 K";" obexftp (Access devices via ObexFTP, such as mobile phones) This package contains some command line tools and the ObexFTP library. Using OpenOBEX it enables you to transfer data via IrDA, Bluetooth, as well as some custom (Siemens, Ericsson) serial port protocols. ObexFTP was written by Christian W. Zuckschwerdt. The project site is: http://triq.net/obexftp.html"
"oclock";"1.0.2";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" oclock oclock is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"openexr";"1.7.0";"x86_64";"1";"/slackware64/l";"";"2988 K";"4320 K";" openexr (HDR Image File Format and Library) OpenEXR is an image file format and library developed by Industrial Light and Magic, and later released to the public. It provides support for high dynamic range and a 16-bit floating point 'half' data type which is compatible with the half data type in the Cg programming language. Homepage: http://www.openexr.org/"
"openldap-client";"2.4.23";"x86_64";"1";"/slackware64/n";"";"388 K";"1580 K";" openldap-client (OpenLDAP client programs) OpenLDAP is an open source implementation of the Lightweight Directory Access Protocol. LDAP is a alternative to the X.500 Directory Access Protocol (DAP). It uses the TCP/IP stack versus the overly complex OSI stack. LDAP is often used to provide authentication (such as for email). The OpenLDAP homepage is http://www.openldap.org/"
"openobex";"1.5";"x86_64";"1";"/slackware64/n";"";"56 K";"210 K";" openobex (Object Exchange protocol library) OpenOBEX is a free open source implementation of the Object Exchange (OBEX) protocol. OBEX is a session protocol and can best be described as a binary HTTP protocol. OBEX is optimised for ad-hoc wireless links and can be used to exchange all kinds of objects like files, pictures, calendar entries (vCal) and business cards (vCard). Visit the project here: http://www.openobex.org"
"openssh";"5.8p1";"x86_64";"1";"/slackware64/n";"";"580 K";"2560 K";" openssh (Secure Shell daemon and clients) ssh (Secure Shell) is a program for logging into a remote machine and for executing commands on a remote machine. It is intended to replace rlogin and rsh, and provide secure encrypted communications between two untrusted hosts over an insecure network. sshd (SSH Daemon) is the daemon program for ssh. OpenSSH is based on the last free version of Tatu Ylonen's SSH, further enhanced and cleaned up by Aaron Campbell, Bob Beck, Markus Friedl, Niels Provos, Theo de Raadt, and Dug Song. It has a homepage at http://www.openssh.com/"
"openssl";"0.9.8r";"x86_64";"3";"/slackware64/n";"";"2364 K";"10550 K";" openssl (Secure Sockets Layer toolkit) The OpenSSL certificate management tool and the shared libraries that provide various encryption and decryption algorithms and protocols. This product includes software developed by the OpenSSL Project for use in the OpenSSL Toolkit (http://www.openssl.org). This product includes cryptographic software written by Eric Young (eay@cryptsoft.com). This product includes software written by Tim Hudson (tjh@cryptsoft.com)."
"openssl-solibs";"0.9.8r";"x86_64";"3";"/slackware64/a";"";"724 K";"2480 K";" openssl-solibs (OpenSSL shared libraries) These shared libraries provide encryption routines required by programs such as openssh. They are also used by KDE's Konqueror web browser to provide secure web connections. This product includes software developed by the OpenSSL Project for use in the OpenSSL Toolkit (http://www.openssl.org). This product includes cryptographic software written by Eric Young (eay@cryptsoft.com). This product includes software written by Tim Hudson (tjh@cryptsoft.com)."
"openvpn";"2.1.4";"x86_64";"2";"/slackware64/n";"";"328 K";"890 K";" openvpn (secure IP tunnel daemon) OpenVPN is a full-featured SSL VPN which can accomodate a wide range of configurations, including remote access, site-to-site VPNs, WiFi security, and enterprise-scale remote access with load balancing, failover, and fine-grained access-controls. OpenVPN's home on the net is: http://openvpn.net"
"oprofile";"0.9.6";"x86_64";"5";"/slackware64/d";"";"756 K";"5090 K";" oprofile (system profiling tool) OProfile is a profiling system for Linux. Profiling runs transparently in the background and profile data can be collected at any time. OProfile makes use of the hardware performance counters provided on Intel, AMD, and other processors, and uses a timer-interrupt based mechanism on CPUs without counters. OProfile can profile the whole system in high detail."
"oxygen-icons";"4.5.5";"x86_64";"1";"/slackware64/kde";"";"25180 K";"36900 K";" oxygen-icons (Oxygen theme for the KDE Plasma Desktop) Oxygen provides a complete and modern icon theme for KDE. Visit the Oxygen project online: http://www.oxygen-icons.org"
